2.775766092768581,2.7219974889676317,2.77
2.774655543683997,2.7581798766841947,2.77
2.725892047971483,2.7043928901939034,2.77
2.731823299829562,2.982307466799777,2.78
2.736972047518479,2.6731535960335795,2.78
2.7277965535143935,2.775857268292397,2.8
2.824141191433694,2.8329612202906937,2.8
2.7875147670519436,2.59307336142128,2.73
3.1387284650071234,3.13583632176507,3.07
3.0406539913572304,3.2138996968751075,3.07
3.079463132564694,3.041345062058319,3.07
3.0081031321481997,3.1532936831954546,3.07
3.08501789652066,3.320062466398297,3.07
3.148689150272977,3.115709684868999,3.09
2.98965134295364,3.0073213322418892,3.09
3.087618255898151,2.7306456117129643,3.09
3.366016034706379,3.428577091321948,3.4
3.3558119078544215,3.3306363902356018,3.38
3.4171498912564657,3.3359611701570144,3.38
3.3602218403031037,3.3344357804560767,3.36
3.3218151998041514,3.476286631743843,3.39
3.3999766136560483,3.2724857010156847,3.36
3.404301723432874,3.121887957278569,3.36
3.3796414753512543,3.1815135940690427,3.36
2.8298692929087528,2.807906535104986,2.8
2.8660753722218275,2.7428505280788245,2.8
2.790264569959439,2.7254166770213537,2.79
2.7514168461253377,2.7731644342727484,2.78
2.7379145889236596,2.720264616250026,2.78
2.783930886325689,2.907782427960474,2.79
2.8625227047332826,2.6949276901969594,2.79
2.645377279685138,2.58455314014242,2.67
3.1973726040686854,3.104625615708044,3.11
3.0749565358751805,3.020867168465943,3.08
3.084720381870794,2.9417822623521426,3.05
3.0098961671579523,2.8299753785223767,3.05
3.1663067576244157,3.1149429630568504,3.1
3.1744092687741143,3.0484184181800815,3.15
3.113107038914308,2.9775032642523755,3.09
2.8770022724297006,2.8476602404535933,2.83
3.4042826747367263,3.497165234855255,3.37
3.3526771527826,3.3397444279013095,3.37
3.377320335867149,3.447902584046139,3.38
3.389217661751416,3.3903425860062315,3.38
3.3705895071676473,3.376879588775308,3.37
3.4468077848927985,3.169477665823858,3.37
3.391519678437786,3.3705525136987595,3.37
3.1350269466997873,2.9679131249446096,3.1
