Ref_P1,-0.21 ,-0.460058227064904
Ref_P2,-0.11 ,-0.35512410522069
Ref_P3,0.06 ,-0.013142021107062
Ref_P4,-0.09 ,-0.111559834465834
Ref_P5,0.16 ,0.1513885740925
Ref_P6,-0.29 ,-0.568867659835283
Ref_P7,-0.34 ,-0.226905944243657
Ref_P8,0.00 ,0.246974090112969
Ref_P9,-0.10 ,-0.137685911027026
Ref_P10,-0.13 ,-0.351310536566931
Ref_P11,-0.03 ,-0.0489457178646032
Ref_P12,0.06 ,0.00726976665717764
Ref_P13,-0.15 ,-0.0976450581079643
Ref_P14,-0.32 ,-0.262661142571843
Ref_P15,-0.46 ,-0.34064760947445
Ref_P16,-0.34 ,-0.56327038526443
Ref_P17,-0.09 ,-0.197078106361715
Ref_P18,-0.06 ,0.132431342907354
Ref_P19,-0.22 ,-0.0296179903617483
Ref_P20,-0.24 ,-0.0475661454158288
Ref_P21,-0.25 ,-0.177370988717317
Ref_P22,-0.32 ,-0.150462468649254
Ref_P23,-0.57 ,-0.902000150944227
Ref_P24,-0.68 ,-0.9547525614999
Ref_P25,-0.20 ,-0.457850249613202
Ref_P26,-0.27 ,-0.448357304524204
Ref_P27,-0.05 ,-0.199836539002066
Ref_P28,-0.11 ,-0.0560329146713107
Ref_P29,-0.15 ,-0.310357424689733
Ref_P30,-0.04 ,-0.186689860648116
Ref_P31,-0.05 ,-0.18239005487722
Ref_P32,-0.07 ,-0.247638136010381
Ref_P33,-0.10 ,0.0913544895647433
Ref_P34,-0.04 ,-0.276452080477939
Ref_P35,-0.08 ,0.105177610348162
Ref_P36,-0.11 ,-0.0411254182673846
Ref_P37,-0.08 ,-0.133438772996928
Ref_P38,-0.01 ,0.2048799624401
Ref_P39,0.06 ,0.289143160253624
Ref_P40,0.05 ,0.0392270546834595
Ref_P41,-0.09 ,-0.152791975196776
Ref_P42,-0.10 ,-0.366558506494336
Ref_P43,0.01 ,-0.0811842943447856
Ref_P44,0.09 ,-0.0560033152386231
Ref_P45,-0.03 ,0.152867192760098
Ref_P46,0.09 ,0.0510390413117403
Ref_P47,0.12 ,0.0159666442671313
Ref_P48,0.08 ,-0.0339827510567134
